date,protocol,asset,chain,best_apy_total,tvl,tvl_usd,apy_base,apy_reward
2025-04-14,morpho-blue,REUSDC,Ethereum,8.688970000000001,53457096,53457096,7.89343,0.79554
2025-04-15,fluid-lending,USDT,Ethereum,6.1,176553465,176553465,3.16,2.94
2025-04-16,morpho-blue,REUSDC,Ethereum,10.08449,59450384,59450384,9.37945,0.70504
2025-04-17,fluid-lending,USDT,Ethereum,7.38,157135174,157135174,3.86,3.52
2025-04-18,fluid-lending,USDT,Ethereum,7.18,157601655,157601655,3.66,3.52
2025-04-19,fluid-lending,USDT,Ethereum,7.18,158965570,158965570,3.66,3.52
2025-04-20,morpho-blue,GTUSDCCORE,Ethereum,7.14566,67520470,67520470,7.14566,0.0
2025-04-21,morpho-blue,USUALUSDC+,Ethereum,7.49498,186415295,186415295,7.42577,0.06921
2025-04-22,fluid-lending,USDT,Ethereum,6.6899999999999995,165289863,165289863,3.08,3.61
2025-04-23,fluid-lending,USDT,Ethereum,6.62,163893536,163893536,3.0,3.62
2025-04-24,morpho-blue,REUSDC,Ethereum,7.86396,52241324,52241324,7.21158,0.65238
2025-04-25,morpho-blue,REUSDC,Ethereum,5.9562800000000005,58732062,58732062,5.2758,0.68048
2025-04-26,morpho-blue,REUSDC,Ethereum,5.913799999999999,59288564,59288564,5.16459,0.74921
2025-04-27,morpho-blue,REUSDC,Ethereum,7.1340699999999995,60746132,60746132,6.44307,0.691
2025-04-28,morpho-blue,REUSDC,Ethereum,7.12975,62845247,62845247,6.44578,0.68397
2025-04-29,morpho-blue,SPARKUSDC,Base,6.6842299999999994,113811561,113811561,5.90039,0.78384
2025-04-30,morpho-blue,SPARKUSDC,Base,7.8846,114346441,114346441,7.05237,0.83223
2025-05-01,morpho-blue,SPARKUSDC,Base,13.15456,117554650,117554650,12.1687,0.98586
2025-05-02,morpho-blue,REUSDC,Ethereum,5.96901,78134525,78134525,5.15045,0.81856
2025-05-03,morpho-blue,BBQUSDC,Ethereum,5.88527,86207553,86207553,5.07759,0.80768
2025-05-04,morpho-blue,SPARKUSDC,Base,5.45412,150150723,150150723,4.4951,0.95902
2025-05-05,morpho-blue,SPARKUSDC,Base,5.46949,153965325,153965325,4.49999,0.9695
2025-05-06,morpho-blue,REUSDC,Ethereum,6.60732,57556389,57556389,5.71807,0.88925
2025-05-07,morpho-blue,REUSDC,Ethereum,6.89335,59949749,59949749,6.02743,0.86592
2025-05-08,morpho-blue,GTUSDCCORE,Ethereum,7.60404,66077557,66077557,6.92562,0.67842
2025-05-09,morpho-blue,USUALUSDC+,Ethereum,13.05797,187534584,187534584,13.05797,0.0
2025-05-10,morpho-blue,BBQUSDC,Ethereum,7.736540000000001,91706919,91706919,6.63388,1.10266
2025-05-11,morpho-blue,REUSDC,Ethereum,6.2884199999999995,73963072,73963072,5.17777,1.11065
2025-05-12,morpho-blue,BBQUSDC,Ethereum,7.73398,93581989,93581989,6.79908,0.9349
2025-05-13,morpho-blue,BBQUSDC,Ethereum,7.93213,94403273,94403273,6.88031,1.05182
2025-05-14,morpho-blue,REUSDC,Ethereum,7.831759999999999,69942568,69942568,6.68488,1.14688
2025-05-15,ethena-usde,SUSDE,Ethereum,7.83374,2180551103,2180551103,7.83374,0.0
2025-05-16,ethena-usde,SUSDE,Ethereum,7.34903,2319177886,2319177886,7.34903,0.0
2025-05-17,morpho-blue,REUSDC,Ethereum,9.34789,66789456,66789456,8.27431,1.07358
2025-05-18,ethena-usde,SUSDE,Ethereum,7.1732,2374095372,2374095372,7.1732,0.0
2025-05-19,ethena-usde,SUSDE,Ethereum,7.13782,2385471625,2385471625,7.13782,0.0
2025-05-20,morpho-blue,BBQUSDC,Ethereum,7.76281,102849380,102849380,6.95974,0.80307
2025-05-21,ethena-usde,SUSDE,Ethereum,6.81428,2494987733,2494987733,6.81428,0.0
2025-05-22,morpho-blue,REUSDC,Ethereum,12.30644,72392942,72392942,10.80522,1.50122
2025-05-23,morpho-blue,BBQUSDC,Ethereum,9.06487,99815190,99815190,8.40957,0.6553
2025-05-24,fluid-lending,USDC,Ethereum,8.1,176133719,176133719,4.72,3.38
2025-05-25,fluid-lending,USDT,Ethereum,8.22,158090451,158090451,4.24,3.98
2025-05-26,fluid-lending,USDT,Ethereum,7.83,160329506,160329506,3.94,3.89
2025-05-27,morpho-blue,REUSDC,Ethereum,7.18837,72072170,72072170,6.15425,1.03412
2025-05-28,morpho-blue,REUSDC,Ethereum,7.1564499999999995,84346596,84346596,6.17575,0.9807
2025-05-29,morpho-blue,BBQUSDC,Ethereum,7.5603299999999996,77872831,77872831,6.92857,0.63176
2025-05-30,morpho-blue,REUSDC,Ethereum,7.01436,85660113,85660113,6.09609,0.91827
2025-05-31,ethena-usde,SUSDE,Ethereum,6.6846,3119688121,3119688121,6.6846,0.0
2025-06-01,morpho-blue,BBQUSDC,Ethereum,7.008909999999999,82856306,82856306,6.39521,0.6137
2025-06-02,fluid-lending,USDT,Ethereum,6.76,189797306,189797306,3.79,2.97
2025-06-03,fluid-lending,USDT,Ethereum,6.699999999999999,194188600,194188600,3.8,2.9
2025-06-04,morpho-blue,BBQUSDC,Ethereum,12.52012,82777359,82777359,12.44211,0.07801
2025-06-05,morpho-blue,REUSDC,Ethereum,9.42471,88538961,88538961,9.42471,0.0
